,행정구역,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-01
247,경상북도 예천군 (4790000000),55192,55401,55452,55572,55616,55750,55652,55457,55416,55437,55558,55613,55709,55807,55649,55716,55800,55784,55845,55846,55802,55809,55824,55739,55718,55704,55538,55645,55647,55572,55671,55705,55716,55793,55814,55755,55662,55574,55525,55450,55367,55325,55304,55221,55127,55090
248,경상북도 봉화군 (4792000000),32052,31957,31951,31889,31843,31823,31777,31701,31637,31625,31555,31494,31407,31317,31232,31236,31142,31084,31057,30969,30860,30807,30802,30762,30682,30635,30594,30572,30515,30478,30462,30413,30317,30272,30207,30139,29975,29921,29863,29753,29674,29603,29531,29432,29356,29393
249,경상북도 울진군 (4793000000),49188,49049,48957,48834,48815,48843,48789,48776,48806,48776,48743,48716,48675,48460,48361,48327,48313,48206,48175,48125,47969,47941,47928,47858,47775,47552,47483,47389,47430,47349,47321,47249,47167,47123,47082,47030,46801,46766,46754,46681,46661,46669,46561,46463,46390,46339
250,경상북도 울릉군 (4794000000),9521,9457,9348,9269,9243,9239,9250,9211,9191,9200,9128,9077,9035,9050,9019,9035,9032,8990,9019,8976,8887,8894,8888,8867,8866,8914,8977,9003,9014,9082,9062,9070,9039,9013,8985,8996,9155,9144,9114,9090,9071,9077,9031,9050,9070,9095
251,경상남도  (4800000000),3361344,3358828,3355341,3353380,3351347,3349454,3347637,3345169,3343770,3342831,3341063,3340216,3338396,3336045,3330463,3329623,3327298,3325840,3324735,3322373,3319271,3318161,3316365,3314183,3311438,3307005,3303274,3300692,3298016,3295615,3293709,3290991,3286470,3284495,3282849,3280493,3261361,3258309,3257009,3255239,3253619,3251158,3248703,3244232,3241374,3239224
252,경상남도 창원시 (4812000000),1044579,1043874,1042260,1041553,1040773,1040118,1039595,1038677,1038101,1037709,1037161,1036738,1036203,1035574,1034977,1034705,1034130,1034527,1034635,1034150,1033979,1033729,1033281,1032741,1031948,1030311,1028875,1028152,1027429,1026749,1026057,1024964,1023777,1023269,1022641,1021487,1013603,1012410,1011688,1010820,1009998,1009038,1008228,1006593,1005519,1004693
253,경상남도 창원시 의창구 (4812100000),260206,261904,262140,262241,262729,263184,263373,263432,263271,263161,262743,262408,261845,261339,260953,260623,260346,260018,218589,218422,218376,218234,218131,218027,217823,217623,217224,216891,216665,216485,216412,216241,216097,216095,216077,215823,214778,214560,214329,213987,213775,213342,212927,212543,212213,212105
254,경상남도 창원시 성산구 (4812300000),219933,218885,218233,217948,217430,216982,216658,216218,215811,215523,215143,214570,214067,213520,212926,212662,212396,212180,253362,252996,252776,252396,251982,251562,251315,250618,250100,250205,250147,250029,249886,249447,249155,248840,248650,248512,246448,246175,245918,245702,245448,245259,244866,244115,243755,243411
255,경상남도 창원시 마산합포구 (4812500000),177026,176334,175909,175504,175239,174956,174791,174879,174916,174830,174933,175716,176636,177905,178773,179434,179657,180374,180600,180795,180954,181146,181226,181322,181339,181306,181235,181110,180974,180790,180611,180489,180147,179985,179781,179496,178141,177926,178503,179040,179266,179394,179158,178910,179137,179218
256,경상남도 창원시 마산회원구 (4812700000),193975,193780,193295,193101,192751,192433,192132,191618,191582,191697,191730,191289,190739,190068,189593,189134,188784,188525,188322,187941,187618,187533,187245,186881,186598,186028,185646,185462,185215,185044,184876,184579,184241,184137,183995,183662,181821,181586,181104,180444,180145,179818,180296,180552,180302,180072
257,경상남도 창원시 진해구 (4812900000),193439,192971,192683,192759,192624,192563,192641,192530,192521,192498,192612,192755,192916,192742,192732,192852,192947,193430,193762,193996,194255,194420,194697,194949,194873,194736,194670,194484,194428,194401,194272,194208,194137,194212,194138,193994,192415,192163,191834,191647,191364,191225,190981,190473,190112,189887
258,경상남도 진주시 (4817000000),347489,347417,347546,347578,347519,347462,347317,347262,347598,347759,347795,348096,348022,347750,347034,347056,347274,347204,347314,347407,347621,347569,347380,347097,346733,346328,345957,345686,345463,345303,344966,344675,344459,344293,344133,343782,342370,342174,341992,341713,341545,341074,340520,340053,340037,339883
259,경상남도 통영시 (4822000000),131089,130735,130450,130221,129997,129711,129558,129226,129064,128835,128595,128293,128084,127720,126988,126798,126587,126413,126312,126141,125881,125744,125595,125383,125128,124941,124872,124554,124346,124115,123997,123645,123344,123158,123008,122681,121239,121103,121020,120883,120737,120551,120327,119963,119767,119591
260,경상남도 사천시 (4824000000),111845,111666,111517,111365,111268,111184,111401,111440,111442,111313,111234,111105,111005,110868,110501,110461,110371,110414,110338,110243,110099,110108,110044,109953,109916,109743,109617,109494,109474,109520,109752,109891,109585,109518,109465,109369,108966,108814,108870,109009,109008,109030,109073,108978,108943,108979
261,경상남도 김해시 (4825000000),542713,542787,542678,542929,543072,542842,542655,542538,542435,542376,542350,542338,542296,542254,540863,540686,540423,539841,539477,539226,538781,538682,538286,537673,537601,537125,536662,536565,536340,536175,536065,536533,535913,535734,535380,535129,533009,533054,533251,533396,533565,533659,533710,533236,532619,532510
262,경상남도 밀양시 (4827000000),105459,105457,105309,105201,105139,105133,105099,105026,104932,104924,104868,104831,104687,104497,104354,104383,104133,104070,103986,103891,103691,103667,103636,103525,103466,103361,103482,103375,103293,103183,103155,102979,102775,102725,102893,102945,102484,102341,102275,102239,102153,102084,101956,101806,101649,101535
263,경상남도 거제시 (4831000000),248130,247574,247487,247427,247096,246878,246660,246402,246231,246133,245956,245754,245492,245008,244154,243902,243484,243200,242852,242555,242103,241879,241576,241216,240802,240059,239554,239212,238822,238423,238192,237774,237293,237090,236888,236662,234613,234467,234361,234298,234142,234038,233930,233531,233181,233103
264,경상남도 양산시 (4833000000),351168,351457,351496,351383,351373,351596,351651,351691,351874,351910,351797,352229,352421,352682,352830,353291,353415,353686,353981,353798,353662,353783,354071,354726,354699,354489,354386,354290,353939,353886,353821,353668,353576,353410,353647,353792,354874,354877,355032,355136,355270,355122,355347,355413,355515,355560
265,경상남도 의령군 (4872000000),27131,27082,27040,26979,26954,26957,26902,26883,26839,26864,26818,26800,26778,26757,26669,26624,26627,26526,26530,26475,26381,26370,26330,26322,26343,26332,26335,26381,26359,26330,26271,26206,26131,26100,26087,26061,25751,25672,25620,25587,25526,25475,25440,25395,25351,25354
266,경상남도 함안군 (4873000000),65491,65277,65089,64959,64775,64724,64600,64497,64438,64351,64235,64182,64036,63879,63694,63573,63267,63157,63127,63039,62879,62788,62663,62547,62531,62461,62269,62163,62078,61989,61967,61776,61677,61613,61530,61456,60704,60572,60475,60323,60257,60203,60077,59975,59804,59625
267,경상남도 창녕군 (4874000000),62182,62161,61934,61889,61873,61825,61646,61590,61478,61561,61400,61301,61305,61286,61072,60951,60972,60754,60592,60389,60100,60102,60147,60129,59987,59950,59767,59616,59568,59424,59229,59051,58750,58633,58523,58372,57617,57499,57393,57275,57180,57083,57003,56891,56848,56722
268,경상남도 고성군 (4882000000),52204,52058,51946,51918,51876,51811,51737,51630,51539,51477,51442,51361,51372,51283,51035,51009,50987,50933,50894,50803,50732,50634,50558,50478,50339,50224,50126,50108,50018,49987,49962,49994,49895,49913,49871,50448,49751,49614,49590,49488,49502,49468,49306,49196,49048,48929
269,경상남도 남해군 (4884000000),43539,43479,43351,43223,43149,43102,43021,42980,42889,42893,43033,42958,42855,42794,42709,42688,42690,42650,42572,42538,42404,42372,42309,42266,42255,42235,42221,42172,42128,42071,42015,41919,41769,41727,41696,41579,41144,41012,40983,40946,40850,40780,40699,40549,40479,40391
270,경상남도 하동군 (4885000000),46331,46146,45934,45753,45628,45454,45412,45257,45132,45033,44911,44785,44673,44494,44388,44326,44223,44065,43974,43896,43650,43572,43530,43449,43315,43256,43114,43074,43036,42975,42927,42756,42679,42630,42564,42465,42042,41909,41871,41784,41702,41606,41486,41385,41326,41300
271,경상남도 산청군 (4886000000),35336,35277,35265,35223,35152,35140,35097,35071,34978,34921,34895,34857,34809,34788,34686,34668,34641,34587,34557,34530,34442,34416,34394,34360,34303,34244,34197,34196,34205,34194,34189,34144,34089,34062,34083,34028,34048,33959,33866,33800,33764,33752,33723,33692,33657,33598
272,경상남도 함양군 (4887000000),39555,39499,39404,39377,39353,39321,39274,39236,39150,39141,39076,39080,39013,39044,39014,39008,38860,38793,38736,38665,38567,38475,38415,38310,38301,38321,38283,38285,38269,38189,38131,38077,37962,37900,37797,37708,37219,37117,37100,37038,37003,36945,36873,36726,36645,36601
273,경상남도 거창군 (4888000000),62049,61972,61822,61700,61729,61681,61578,61468,61455,61459,61409,61502,61474,61564,61860,61877,61646,61555,61478,61399,61245,61242,61143,61073,60916,60828,60841,60756,60689,60600,60531,60523,60476,60475,60462,60387,60292,60184,60168,60150,60135,60047,59909,59851,60030,59971
274,경상남도 합천군 (4889000000),45054,44910,44813,44702,44621,44515,44434,44295,44195,44172,44088,44006,43871,43803,43635,43617,43568,43465,43380,43228,43054,43029,43007,42935,42855,42797,42716,42613,42560,42502,42482,42416,42320,42245,42181,42142,41635,41531,41454,41354,41282,41203,41096,40999,40956,40879
275,제주특별자치도  (5000000000),670749,670876,670508,670595,670793,671316,671913,672524,672948,673606,674001,674635,674615,675137,673974,674484,674877,675293,675876,675883,676079,676569,676768,676759,676691,677143,677218,677413,677766,678012,678491,679016,678426,678324,678373,678159,676810,676489,676317,676119,675845,675252,674353,673665,673103,672775
276,제주특별자치도 제주시 (5011000000),489202,489456,489271,489466,489734,490254,490772,491184,491446,491949,492072,492466,492346,492653,491843,492168,492383,492627,492917,492868,492927,493225,493220,493096,492919,492919,493023,493076,493275,493538,493898,494059,493575,493459,493543,493389,492647,492379,492348,492233,491987,491654,490888,490323,489939,489780
277,제주특별자치도 서귀포시 (5013000000),181547,181420,181237,181129,181059,181062,181141,181340,181502,181657,181929,182169,182269,182484,182131,182316,182494,182666,182959,183015,183152,183344,183548,183663,183772,184224,184195,184337,184491,184474,184593,184957,184851,184865,184830,184770,184163,184110,183969,183886,183858,183598,183465,183342,183164,182995
