,행정구역,2020년01월_계_총인구수,2020년02월_계_총인구수,2020년03월_계_총인구수,2020년04월_계_총인구수,2020년05월_계_총인구수,2020년06월_계_총인구수,2020년07월_계_총인구수,2020년08월_계_총인구수,2020년09월_계_총인구수,2020년10월_계_총인구수,2020년11월_계_총인구수,2020년12월_계_총인구수,2021년01월_계_총인구수,2021년02월_계_총인구수,2021년03월_계_총인구수,2021년04월_계_총인구수,2021년05월_계_총인구수,2021년06월_계_총인구수,2021년07월_계_총인구수,2021년08월_계_총인구수,2021년09월_계_총인구수,2021년10월_계_총인구수,2021년11월_계_총인구수,2021년12월_계_총인구수,2022년01월_계_총인구수,2022년02월_계_총인구수,2022년03월_계_총인구수,2022년04월_계_총인구수,2022년05월_계_총인구수,2022년06월_계_총인구수,2022년07월_계_총인구수,2022년08월_계_총인구수,2022년09월_계_총인구수,2022년10월_계_총인구수,2022년11월_계_총인구수,2022년12월_계_총인구수,2023년07월_계_총인구수,2023년08월_계_총인구수,2023년09월_계_총인구수,2023년10월_계_총인구수,2023년11월_계_총인구수,2023년12월_계_총인구수,2024년01월_계_총인구수,2024년02월_계_총인구수,2024년03월_계_총인구수,2024년04월_계_총인구수
179,충청남도 부여군 (4476000000),"66,676","66,548","66,353","66,214","66,086","65,919","65,844","65,723","65,613","65,528","65,431","65,354","65,202","65,039","64,626","64,527","64,426","64,361","64,336","64,220","64,036","63,923","63,891","63,774","63,599","63,488","63,324","63,260","63,171","63,129","63,047","62,894","62,642","62,523","62,435","62,343","61,583","61,414","61,345","61,252","61,165","61,046","60,869","60,731","60,561","60,408"
180,충청남도 서천군 (4477000000),"52,702","52,582","52,494","52,374","52,247","52,209","52,223","52,137","52,026","51,933","51,926","51,866","51,742","51,657","51,361","51,289","51,274","51,153","51,072","51,036","50,968","50,884","50,798","50,745","50,703","50,644","50,597","50,503","50,439","50,411","50,373","50,296","50,139","50,057","50,009","49,964","49,477","49,385","49,314","49,242","49,149","49,116","49,037","48,947","48,901","48,846"
181,충청남도 청양군 (4479000000),"31,577","31,385","31,245","31,139","31,034","30,994","30,950","30,863","30,797","30,823","30,816","30,948","30,840","30,750","30,625","30,658","30,590","30,548","30,493","30,429","30,359","30,399","30,390","30,440","30,396","30,390","30,547","30,532","30,507","30,442","30,392","30,335","30,245","30,278","30,270","30,266","30,157","30,117","30,069","30,077","30,135","30,168","30,013","30,012","30,023","29,971"
182,충청남도 홍성군 (4480000000),"100,347","100,245","100,063","99,973","100,013","99,980","100,020","99,984","99,909","99,844","99,890","100,102","99,850","99,753","99,756","99,755","99,757","99,440","99,425","99,465","99,399","99,407","99,336","99,324","99,267","99,264","99,125","99,025","98,833","98,767","98,705","98,597","98,337","98,099","98,053","98,068","96,849","97,062","97,228","97,345","97,477","97,524","97,721","97,946","98,349","98,317"
183,충청남도 예산군 (4481000000),"79,126","78,915","78,881","78,726","78,618","78,610","78,609","78,420","78,370","78,286","78,146","78,084","78,129","78,048","77,585","77,538","77,468","77,348","77,284","77,241","77,016","76,974","76,830","76,801","76,703","76,540","76,443","76,385","76,619","76,647","76,643","76,651","76,808","77,206","77,329","77,385","78,832","78,744","78,664","78,529","78,404","78,354","78,310","78,177","77,960","78,183"
184,충청남도 태안군 (4482500000),"62,628","62,418","62,324","62,283","62,193","62,272","62,281","62,296","62,364","62,390","62,346","62,214","62,050","61,871","61,771","61,802","61,818","61,867","61,931","61,890","61,808","61,782","61,600","61,526","61,462","61,400","61,437","61,411","61,487","61,481","61,547","61,555","61,461","61,394","61,342","61,335","61,023","60,950","60,933","60,866","60,806","60,784","60,731","60,616","60,508","60,478"
185,전라북도  (4500000000),"1,817,302","1,815,112","1,812,936","1,811,619","1,810,097","1,808,802","1,808,044","1,807,094","1,806,441","1,805,937","1,805,204","1,804,104","1,802,748","1,801,319","1,797,450","1,796,331","1,794,682","1,794,345","1,793,902","1,792,476","1,791,110","1,789,770","1,788,616","1,786,855","1,785,392","1,783,923","1,782,205","1,780,824","1,779,230","1,778,279","1,776,949","1,775,664","1,772,596","1,771,776","1,770,839","1,769,607","1,761,169","1,759,815","1,758,661","1,757,295","1,756,183","1,754,757",,,,
186,전라북도 전주시 (4511000000),"654,963","655,447","655,519","655,713","655,607","655,472","655,784","656,149","656,688","657,185","657,745","657,432","657,661","657,998","657,064","656,755","656,934","657,428","657,664","657,577","658,235","658,216","657,930","657,269","656,766","656,331","655,879","655,601","654,749","654,521","653,964","653,581","652,876","652,695","652,458","651,495","645,600","644,909","644,389","643,920","643,431","642,727",,,,
187,전라북도 전주시 완산구 (4511100000),"338,977","339,281","339,291","338,965","338,482","338,697","339,317","339,695","339,975","339,877","339,973","339,718","339,406","339,227","338,363","338,010","337,822","337,968","337,946","337,747","337,671","337,186","336,540","335,804","335,292","334,790","334,531","334,286","333,703","334,166","334,468","334,515","334,252","333,820","333,221","332,573","329,241","328,772","328,331","327,987","327,654","327,178",,,,
188,전라북도 전주시 덕진구 (4511300000),"315,986","316,166","316,228","316,748","317,125","316,775","316,467","316,454","316,713","317,308","317,772","317,714","318,255","318,771","318,701","318,745","319,112","319,460","319,718","319,830","320,564","321,030","321,390","321,465","321,474","321,541","321,348","321,315","321,046","320,355","319,496","319,066","318,624","318,875","319,237","318,922","316,359","316,137","316,058","315,933","315,777","315,549",,,,
189,전라북도 군산시 (4513000000),"269,779","269,201","268,766","268,667","268,558","268,356","268,243","267,982","268,025","267,987","267,911","267,859","267,798","267,612","266,959","266,878","266,345","266,389","266,226","266,026","265,770","265,504","265,452","265,304","265,160","264,949","264,656","264,358","264,030","263,897","263,709","263,500","262,937","262,819","262,635","262,467","260,773","260,675","260,627","260,407","260,330","259,980",,,,
190,전라북도 익산시 (4514000000),"286,997","286,096","285,431","285,255","284,746","284,217","283,853","283,496","283,064","282,847","282,582","282,276","281,539","280,847","280,585","280,399","280,152","280,072","279,836","279,517","279,207","278,798","278,496","278,113","277,664","277,444","277,151","276,666","276,376","276,140","275,719","275,254","274,525","274,317","274,117","273,697","271,394","270,993","270,758","270,546","270,261","270,036",,,,
191,전라북도 정읍시 (4518000000),"110,310","110,120","109,951","109,763","109,646","109,503","109,355","109,167","108,963","108,861","108,681","108,508","108,470","108,344","107,710","107,555","107,489","107,422","107,349","107,169","106,951","106,814","106,634","106,487","106,534","106,403","106,187","105,982","105,884","105,812","105,702","105,590","105,356","105,282","105,176","105,081","104,220","104,088","103,984","103,755","103,632","103,620",,,,
192,전라북도 남원시 (4519000000),"81,439","81,358","81,257","81,170","81,067","81,051","81,028","81,062","80,905","80,863","80,784","80,662","80,570","80,375","80,227","80,196","80,086","80,032","80,027","79,933","79,673","79,649","79,581","79,431","79,308","79,099","79,015","78,967","78,787","78,781","78,626","78,474","78,272","78,165","78,081","77,948","77,248","77,135","77,021","76,972","76,884","76,781",,,,
193,전라북도 김제시 (4521000000),"83,803","83,595","83,570","83,391","83,384","83,327","83,177","83,061","82,914","82,786","82,623","82,450","82,326","82,193","82,079","82,031","81,593","81,462","81,406","81,347","81,177","81,106","81,012","80,913","80,933","80,869","80,806","80,782","80,836","80,861","80,882","81,162","81,158","81,205","81,357","81,455","81,833","81,711","81,644","81,578","81,502","81,430",,,,
194,전라북도 완주군 (4571000000),"92,171","92,201","92,135","91,976","91,835","91,841","91,828","91,741","91,806","91,553","91,445","91,609","91,450","91,422","91,127","91,127","91,126","91,024","91,197","91,223","91,146","91,093","91,137","91,142","91,060","91,072","91,041","91,015","91,079","91,134","91,545","91,719","91,663","91,711","91,776","92,422","96,338","96,887","97,115","97,304","97,605","97,827",,,,
195,전라북도 진안군 (4572000000),"25,681","25,652","25,621","25,548","25,514","25,509","25,477","25,466","25,444","25,411","25,351","25,394","25,344","25,302","25,252","25,244","25,233","25,181","25,113","25,063","24,985","24,941","24,974","24,987","24,957","24,974","24,961","24,963","24,955","24,898","24,823","24,771","24,701","24,652","24,598","24,550","24,625","24,601","24,544","24,532","24,473","24,465",,,,
196,전라북도 무주군 (4573000000),"24,271","24,230","24,178","24,127","24,089","24,042","24,014","24,024","24,032","24,034","24,031","24,036","24,046","23,990","23,940","23,912","23,917","23,875","23,849","23,834","23,764","23,769","23,770","23,748","23,735","23,744","23,745","23,745","23,747","23,711","23,693","23,645","23,577","23,540","23,510","23,489","23,394","23,370","23,345","23,314","23,298","23,251",,,,
197,전라북도 장수군 (4574000000),"22,382","22,285","22,277","22,277","22,230","22,240","22,205","22,159","22,149","22,140","22,099","22,085","22,081","22,035","21,946","21,910","21,902","21,880","21,854","21,811","21,755","21,731","21,723","21,695","21,683","21,644","21,645","21,624","21,626","21,580","21,536","21,497","21,464","21,425","21,358","21,336","21,081","21,084","21,067","21,036","21,009","20,983",,,,
198,전라북도 임실군 (4575000000),"28,446","28,253","28,073","27,895","27,807","27,783","27,706","27,663","27,566","27,508","27,424","27,314","27,248","27,179","27,044","27,038","27,019","27,009","26,952","26,873","26,755","26,717","26,665","26,730","26,686","26,705","26,664","26,732","26,807","26,678","26,580","26,534","26,490","26,498","26,442","26,508","26,209","26,140","26,080","26,053","25,999","25,956",,,,
199,전라북도 순창군 (4577000000),"28,311","28,260","28,155","28,124","28,040","28,018","28,016","27,942","27,871","27,857","27,805","27,810","27,665","27,624","27,474","27,378","27,321","27,283","27,219","27,120","27,033","26,980","26,922","26,855","26,768","26,730","26,689","26,721","26,786","26,799","26,791","26,743","26,690","26,707","26,707","26,727","26,812","26,760","26,760","26,751","26,750","26,764",,,,
200,전라북도 고창군 (4579000000),"55,604","55,425","55,190","55,021","54,950","54,858","54,811","54,727","54,656","54,588","54,486","54,529","54,512","54,435","54,243","54,222","54,018","53,869","53,826","53,739","53,606","53,534","53,468","53,386","53,366","53,269","53,151","53,112","53,041","52,981","52,928","52,836","52,630","52,543","52,451","52,338","51,915","51,836","51,782","51,737","51,754","51,750",,,,
201,전라북도 부안군 (4580000000),"53,145","52,989","52,813","52,692","52,624","52,585","52,547","52,455","52,358","52,317","52,237","52,140","52,038","51,963","51,800","51,686","51,547","51,419","51,384","51,244","51,053","50,918","50,852","50,795","50,772","50,690","50,615","50,556","50,527","50,486","50,451","50,358","50,257","50,217","50,173","50,094","49,727","49,626","49,545","49,390","49,255","49,187",,,,
202,전라남도  (4600000000),"1,864,712","1,861,894","1,859,290","1,857,083","1,855,945","1,854,618","1,853,339","1,851,985","1,851,124","1,850,680","1,850,557","1,851,549","1,850,575","1,849,795","1,844,811","1,844,148","1,842,423","1,840,921","1,839,698","1,838,353","1,835,690","1,834,653","1,833,864","1,832,803","1,832,604","1,831,451","1,829,501","1,828,550","1,827,674","1,826,440","1,825,534","1,824,104","1,820,458","1,819,157","1,818,484","1,817,697","1,810,071","1,808,339","1,807,295","1,805,823","1,804,875","1,804,217","1,802,672","1,800,352","1,798,435","1,797,199"
203,전라남도 목포시 (4611000000),"229,744","229,235","229,009","228,916","228,587","228,231","228,198","226,875","225,684","225,278","224,973","224,044","223,362","222,809","221,463","221,156","221,020","220,794","220,379","219,944","219,552","219,150","218,785","218,589","218,700","218,605","218,241","218,024","217,912","217,604","217,470","217,257","216,909","216,994","217,041","216,939","214,858","214,580","214,534","214,448","214,294","214,156","213,983","213,659","213,376","213,172"
204,전라남도 여수시 (4613000000),"282,356","282,062","281,794","281,604","281,250","281,121","280,925","280,603","280,545","280,584","280,549","280,242","280,497","280,213","279,844","279,613","278,999","278,481","278,123","277,752","277,356","277,008","276,747","276,762","276,957","276,544","276,145","275,812","275,618","275,544","275,489","275,642","275,197","275,011","274,914","274,765","272,826","272,503","272,375","272,151","271,949","271,696","271,413","271,098","270,786","270,634"
205,전라남도 순천시 (4615000000),"281,014","281,347","281,873","281,349","280,795","281,054","281,366","281,999","282,200","282,676","282,618","282,189","282,618","282,336","282,104","282,069","281,745","281,816","281,883","281,878","281,977","281,787","281,587","281,436","280,699","280,607","280,719","280,478","280,386","280,195","279,980","279,593","279,222","279,069","278,809","278,737","278,810","278,807","278,587","278,402","278,259","278,137","277,950","277,646","277,539","277,342"
206,전라남도 나주시 (4617000000),"114,671","114,618","114,516","114,380","114,469","114,448","114,369","114,392","114,522","114,931","115,153","115,613","115,855","116,348","116,113","116,332","116,486","116,513","116,636","116,670","116,668","116,711","116,701","116,726","116,601","116,749","116,497","116,398","116,391","116,284","116,143","116,049","115,818","115,762","116,205","116,456","117,060","117,142","117,133","117,179","117,238","117,377","117,262","117,288","117,103","117,043"
207,전라남도 광양시 (4623000000),"153,335","152,304","151,372","151,751","152,576","152,016","151,662","151,122","150,848","150,461","150,680","151,769","151,045","151,016","150,779","150,701","150,660","150,591","150,699","150,643","150,121","150,154","150,493","150,531","151,796","151,637","151,410","151,460","151,527","151,669","151,825","152,102","152,082","152,145","152,184","152,168","152,108","152,007","152,160","152,327","152,452","152,666","152,853","152,818","152,779","152,770"
208,전라남도 담양군 (4671000000),"46,443","46,367","46,265","46,122","46,077","46,045","46,040","45,980","45,938","45,903","45,936","46,280","46,475","46,545","46,541","46,624","46,650","46,522","46,421","46,314","46,178","46,198","46,184","46,180","46,144","46,216","46,208","46,169","46,178","46,159","46,114","46,018","45,843","45,776","45,750","45,792","45,554","45,474","45,445","45,386","45,308","45,373","45,272","45,165","45,059","45,007"
209,전라남도 곡성군 (4672000000),"28,773","28,696","28,569","28,455","28,386","28,340","28,254","28,226","28,173","28,106","28,036","28,039","27,982","27,952","27,888","27,916","27,962","27,916","27,835","27,754","27,655","27,616","27,581","27,535","27,508","27,475","27,432","27,466","27,443","27,396","27,348","27,283","27,158","27,114","27,085","27,060","27,036","26,964","26,957","26,893","26,920","26,905","26,844","26,803","26,768","26,769"
210,전라남도 구례군 (4673000000),"26,214","26,086","25,976","25,895","25,851","25,826","25,766","25,696","25,650","25,578","25,577","25,719","25,573","25,505","25,437","25,400","25,287","25,255","25,181","25,161","25,095","25,121","25,175","25,235","25,173","25,149","25,130","25,186","25,140","25,011","24,953","24,884","24,798","24,761","24,711","24,655","24,433","24,419","24,385","24,359","24,354","24,314","24,277","24,270","24,196","24,165"
211,전라남도 고흥군 (4677000000),"64,851","64,728","64,581","64,407","64,336","64,336","64,273","64,198","64,085","64,038","64,013","63,922","63,869","63,814","63,572","63,508","63,434","63,374","63,239","63,124","62,965","62,930","62,833","62,762","62,631","62,606","62,527","62,530","62,513","62,442","62,387","62,293","62,177","62,048","62,007","61,880","61,436","61,353","61,328","61,242","61,169","61,113","61,057","60,933","60,871","60,832"
212,전라남도 보성군 (4678000000),"41,398","41,329","41,232","41,135","41,016","40,939","40,826","40,754","40,689","40,611","40,494","40,482","40,430","40,305","40,169","40,179","39,891","39,838","39,790","39,734","39,592","39,564","39,478","39,375","39,292","39,251","39,200","39,183","39,084","39,031","38,942","38,834","38,683","38,614","38,549","38,471","38,003","37,967","37,886","37,785","37,749","37,686","37,619","37,562","37,520","37,483"
213,전라남도 화순군 (4679000000),"62,642","62,529","62,493","62,510","62,554","62,654","62,662","62,649","62,655","62,562","62,506","62,522","62,455","62,478","62,289","62,310","62,225","62,153","62,131","62,439","62,567","62,598","62,618","62,624","62,584","62,650","62,643","62,601","62,587","62,402","62,315","62,207","62,086","62,085","62,058","62,024","61,559","61,506","61,393","61,310","61,331","61,254","61,177","61,088","60,966","60,946"
214,전라남도 장흥군 (4680000000),"38,489","38,400","38,333","38,225","38,146","38,071","37,998","37,909","37,839","37,823","37,819","37,800","37,689","37,528","37,266","37,177","37,095","37,028","36,963","36,876","36,742","36,701","36,622","36,547","36,514","36,405","36,298","36,236","36,181","36,147","36,102","35,999","35,856","35,797","35,726","35,650","35,301","35,201","35,165","35,119","35,107","35,046","34,950","34,877","34,810","34,729"
215,전라남도 강진군 (4681000000),"35,226","35,163","35,161","35,054","34,977","34,913","34,858","34,809","34,749","34,724","34,670","34,597","34,568","34,487","34,327","34,314","34,275","34,248","34,194","34,099","33,961","33,860","33,793","33,753","33,664","33,620","33,534","33,503","33,461","33,428","33,397","33,314","33,243","33,223","33,169","33,177","32,968","32,897","32,844","32,748","32,737","32,722","32,718","32,651","32,602","32,587"
216,전라남도 해남군 (4682000000),"70,212","70,018","69,804","69,649","69,588","69,465","69,399","69,274","69,153","69,118","68,966","68,806","68,736","68,589","68,291","68,229","68,153","68,055","67,917","67,797","67,576","67,425","67,328","67,166","67,099","67,071","66,961","66,855","66,722","66,629","66,523","66,336","66,129","66,001","65,917","65,831","65,133","65,004","64,909","64,735","64,658","64,575","64,444","64,246","64,096","64,016"
217,전라남도 영암군 (4683000000),"54,484","54,383","54,335","54,229","54,224","54,266","54,223","54,045","53,998","53,869","53,752","53,699","53,687","53,652","53,469","53,437","53,370","53,290","53,236","53,108","53,020","53,000","52,964","52,937","53,022","52,946","52,970","53,103","53,108","53,052","52,976","52,898","52,679","52,555","52,513","52,395","52,493","52,466","52,454","52,404","52,293","52,350","52,331","52,180","52,129","52,050"
218,전라남도 무안군 (4684000000),"81,144","81,322","81,409","81,412","81,565","81,620","81,522","83,006","84,433","84,944","85,245","86,132","86,940","87,570","87,870","88,075","88,339","88,660","89,184","89,675","90,086","90,488","90,973","91,107","91,102","91,013","90,874","90,876","90,882","91,078","91,158","91,097","90,904","90,784","90,757","90,608","90,505","90,455","90,449","90,410","90,370","90,296","90,338","90,130","90,097","90,156"
219,전라남도 함평군 (4686000000),"32,785","32,735","32,630","32,519","32,433","32,360","32,307","32,238","32,209","32,192","32,112","32,050","31,992","31,899","31,711","31,653","31,629","31,526","31,444","31,418","31,375","31,379","31,343","31,274","31,157","31,126","31,167","31,090","31,076","31,000","30,977","30,952","30,923","30,875","30,848","30,784","30,730","30,682","30,633","30,604","30,610","30,601","30,523","30,466","30,405","30,393"
220,전라남도 영광군 (4687000000),"53,835","53,694","53,625","53,539","53,512","53,475","53,440","53,365","53,308","53,226","53,183","53,099","53,048","52,944","52,663","52,587","52,571","52,487","52,407","52,288","52,119","52,113","52,024","51,985","52,045","51,980","51,947","51,973","52,033","52,127","52,292","52,348","52,204","52,202","52,169","52,197","52,163","52,058","52,010","51,926","51,840","51,750","51,670","51,609","51,552","51,492"
221,전라남도 장성군 (4688000000),"45,625","45,595","45,412","45,325","45,222","45,203","45,126","44,921","44,810","44,620","44,543","44,464","44,330","44,432","44,129","44,078","44,029","43,915","43,808","43,715","43,575","43,553","43,518","43,365","43,343","43,356","43,241","43,239","43,190","43,182","43,231","43,233","43,134","43,118","43,046","43,146","42,720","42,665","42,620","42,518","42,477","42,543","42,479","42,496","42,449","42,389"
222,전라남도 완도군 (4689000000),"50,630","50,560","50,431","50,351","50,245","50,192","50,210","50,153","50,065","50,042","49,975","49,916","49,811","49,757","49,673","49,604","49,458","49,404","49,308","49,171","48,990","48,861","48,770","48,631","48,481","48,415","48,329","48,314","48,197","48,079","48,013","47,955","47,830","47,754","47,634","47,597","47,068","46,967","46,874","46,805","46,726","46,641","46,530","46,399","46,291","46,226"
223,전라남도 진도군 (4690000000),"30,685","30,601","30,564","30,511","30,494","30,461","30,425","30,385","30,300","30,233","30,748","31,227","30,845","30,709","30,494","30,445","30,421","30,368","30,306","30,242","30,129","30,110","30,104","30,066","29,996","29,969","29,915","29,914","29,888","29,816","29,729","29,686","29,602","29,559","29,543","29,507","29,183","29,096","29,044","28,998","28,991","28,979","28,938","28,880","28,860","28,807"
224,전라남도 신안군 (4691000000),"40,156","40,122","39,906","39,745","39,642","39,582","39,490","39,386","39,271","39,161","39,009","38,938","38,768","38,907","38,719","38,741","38,724","38,687","38,614","38,551","38,391","38,326","38,243","38,217","38,096","38,061","38,113","38,140","38,157","38,165","38,170","38,124","37,981","37,910","37,849","37,858","38,124","38,126","38,110","38,074","38,043","38,037","38,044","38,088","38,181","38,191"
225,경상북도  (4700000000),"2,662,508","2,658,956","2,653,418","2,651,054","2,648,760","2,646,493","2,644,001","2,640,932","2,640,003","2,639,763","2,639,245","2,639,422","2,637,639","2,636,747","2,635,563","2,635,896","2,633,592","2,632,401","2,631,649","2,630,254","2,628,344","2,627,925","2,627,468","2,626,609","2,624,310","2,622,026","2,619,641","2,617,552","2,616,177","2,613,963","2,612,016","2,609,356","2,605,066","2,603,389","2,602,052","2,600,492","2,564,065","2,561,623","2,559,924","2,558,085","2,556,262","2,554,324","2,551,370","2,548,440","2,546,960","2,546,120"
226,경상북도 포항시 (4711000000),"506,494","506,162","505,479","505,209","504,829","504,461","504,230","503,883","503,731","503,456","503,139","502,916","502,736","503,051","503,786","504,103","503,580","503,634","503,489","503,344","503,146","503,179","503,388","503,852","503,404","502,704","501,691","500,947","500,324","499,854","499,363","498,597","497,900","497,546","497,197","496,650","493,561","493,261","493,102","492,941","492,936","493,033","492,949","492,663","492,342","492,574"
227,경상북도 포항시 남구 (4711100000),"235,006","233,846","233,066","232,620","232,216","231,837","231,533","231,180","230,967","230,800","230,573","230,422","230,381","230,712","231,019","231,264","231,084","230,984","230,940","230,550","230,351","230,407","230,644","230,801","230,563","230,268","229,821","229,471","229,188","229,100","228,944","228,610","228,242","228,001","227,770","227,486","226,791","226,685","226,578","226,500","226,357","226,278","226,165","226,082","225,520","224,378"
228,경상북도 포항시 북구 (4711300000),"271,488","272,316","272,413","272,589","272,613","272,624","272,697","272,703","272,764","272,656","272,566","272,494","272,355","272,339","272,767","272,839","272,496","272,650","272,549","272,794","272,795","272,772","272,744","273,051","272,841","272,436","271,870","271,476","271,136","270,754","270,419","269,987","269,658","269,545","269,427","269,164","266,770","266,576","266,524","266,441","266,579","266,755","266,784","266,581","266,822","268,196"
229,경상북도 경주시 (4713000000),"255,253","254,853","254,441","254,225","254,035","253,758","253,674","253,460","253,396","253,282","253,468","253,502","253,475","253,579","252,911","252,869","252,830","252,602","252,438","252,344","252,444","252,403","252,162","251,889","251,627","251,505","251,154","251,133","251,021","250,857","250,743","250,453","250,108","249,928","249,845","249,607","248,453","248,335","248,244","248,058","247,762","247,489","247,124","246,708","246,371","246,081"
230,경상북도 김천시 (4715000000),"140,991","140,863","140,609","140,418","140,384","140,651","140,627","140,511","140,468","140,413","140,547","140,548","140,511","140,560","140,720","140,665","140,629","140,293","140,219","140,130","140,061","140,149","140,120","140,239","140,144","140,039","140,078","140,065","140,023","139,906","139,851","139,710","139,573","139,477","139,396","139,324","138,495","138,222","138,059","137,958","137,837","137,515","137,247","136,923","136,769","136,658"
231,경상북도 안동시 (4717000000),"159,844","159,645","159,338","159,035","158,820","158,526","158,765","158,867","158,929","158,834","158,803","158,907","158,675","158,493","158,240","158,210","157,882","157,805","157,690","157,534","157,401","157,317","157,177","156,972","156,729","156,533","156,182","156,023","156,006","155,904","155,725","155,451","155,182","155,020","154,860","154,610","153,555","153,436","153,306","153,241","153,121","152,935","152,751","152,657","152,733","152,981"
232,경상북도 구미시 (4719000000),"419,761","419,296","418,436","418,205","418,007","417,480","417,098","416,551","416,626","416,722","416,279","416,328","415,949","415,409","414,953","414,730","414,525","414,284","414,207","413,813","413,594","413,366","413,164","412,581","412,345","411,476","410,412","409,935","409,679","409,555","409,091","408,619","408,179","407,993","407,880","408,110","406,532","406,258","406,053","405,755","405,455","405,506","405,518","405,333","405,189","404,966"
233,경상북도 영주시 (4721000000),"104,985","104,795","104,557","104,418","104,236","104,003","103,862","103,652","103,503","103,386","103,272","103,119","103,043","102,917","102,738","102,703","102,506","102,440","102,377","102,258","102,065","101,929","101,895","101,942","101,879","101,786","101,599","101,512","101,421","101,370","101,332","101,192","100,997","100,901","100,823","100,749","100,363","100,196","100,011","100,208","100,216","100,199","100,100","99,966","100,072","99,960"
234,경상북도 영천시 (4723000000),"102,163","101,967","101,630","101,828","101,758","101,601","101,515","101,523","101,693","101,840","101,904","102,015","101,799","102,024","102,383","102,529","102,194","102,099","101,856","101,881","101,670","101,681","101,703","101,888","101,634","101,513","101,552","101,492","101,391","101,285","101,222","101,200","101,131","101,181","101,051","101,088","100,689","100,526","100,416","100,253","100,291","100,212","100,110","100,206","100,195","100,146"
235,경상북도 상주시 (4725000000),"99,814","99,438","98,967","98,644","98,435","98,201","98,038","97,875","97,689","97,633","97,483","97,228","97,159","96,942","96,855","96,793","96,337","96,273","96,160","96,019","95,788","95,677","95,701","95,566","95,615","95,849","95,771","95,695","95,501","95,490","95,394","95,305","95,108","95,026","94,931","94,823","94,386","94,254","94,168","93,980","93,896","93,858","93,645","93,441","93,418","93,212"
236,경상북도 문경시 (4728000000),"71,889","71,778","71,527","71,382","71,282","71,683","71,417","71,258","71,250","71,318","71,213","71,406","70,919","71,030","71,924","71,800","71,591","71,409","71,242","71,045","71,096","71,223","71,159","71,154","70,935","71,106","72,283","72,212","72,390","72,065","71,752","71,481","71,003","70,847","70,645","70,373","69,410","69,242","69,171","69,052","68,914","68,755","68,529","68,369","68,232","68,205"
237,경상북도 경산시 (4729000000),"263,229","263,075","263,285","263,375","263,286","263,034","262,537","262,300","262,311","262,566","262,988","263,728","264,150","264,279","264,023","264,722","265,888","266,747","267,453","267,935","268,331","268,431","268,455","268,369","268,157","268,087","267,844","267,583","267,579","267,423","267,607","268,138","267,891","267,710","267,763","267,725","267,246","267,144","267,076","266,843","266,528","266,205","265,801","265,738","266,075","266,169"
238,경상북도 군위군 (4772000000),"23,821","23,800","23,614","23,534","23,477","23,451","23,437","23,409","23,345","23,351","23,299","23,256","23,216","23,130","23,094","23,063","22,942","22,924","22,880","22,853","22,829","22,894","22,899","22,945","23,008","23,053","23,258","23,314","23,409","23,405","23,359","23,318","23,312","23,302","23,338","23,340",,,,,,,,,,
239,경상북도 의성군 (4773000000),"52,674","52,516","52,333","52,236","52,148","52,142","52,051","51,940","51,895","51,879","51,827","51,724","51,601","51,501","51,404","51,380","51,161","51,099","51,042","50,952","50,831","50,739","50,665","50,632","50,561","50,487","50,560","50,609","50,597","50,554","50,477","50,374","50,241","50,172","50,113","50,186","50,037","50,035","50,016","50,165","50,088","50,086","49,882","49,727","49,696","49,588"
240,경상북도 청송군 (4775000000),"25,439","25,430","25,340","25,291","25,264","25,228","25,161","25,122","25,080","25,110","25,077","25,044","25,030","24,991","24,907","24,904","24,825","24,784","24,768","24,773","24,706","24,605","24,590","24,539","24,535","24,546","24,538","24,555","24,532","24,486","24,464","24,387","24,286","24,289","24,288","24,295","24,145","24,088","24,068","24,033","24,034","24,019","24,034","23,963","23,950","23,935"
241,경상북도 영양군 (4776000000),"16,999","16,946","16,884","16,844","16,786","16,748","16,738","16,680","16,669","16,670","16,677","16,692","16,638","16,623","16,549","16,516","16,494","16,411","16,396","16,350","16,319","16,330","16,335","16,320","16,289","16,248","16,256","16,263","16,262","16,218","16,200","16,126","16,095","16,066","16,058","16,022","15,818","15,799","15,782","15,736","15,704","15,661","15,642","15,587","15,553","15,517"
242,경상북도 영덕군 (4777000000),"37,233","37,096","36,969","36,845","36,763","36,721","36,666","36,591","36,592","36,473","36,399","36,313","36,245","36,188","36,043","35,962","35,912","35,779","35,732","35,678","35,540","35,497","35,451","35,314","35,282","35,187","35,166","35,122","35,092","35,034","34,991","34,937","34,772","34,759","34,688","34,650","34,329","34,263","34,201","34,154","34,109","34,055","33,982","33,898","33,782","33,711"
243,경상북도 청도군 (4782000000),"42,923","42,852","42,727","42,684","42,651","42,553","42,512","42,480","42,432","42,409","42,332","42,263","42,245","42,226","42,119","42,085","41,952","41,847","41,804","41,736","41,670","41,736","41,827","41,891","41,903","41,856","41,781","41,734","41,694","41,654","41,617","41,609","41,491","41,544","41,586","41,614","41,509","41,486","41,450","41,386","41,361","41,316","41,267","41,184","41,144","41,140"
